orthogroup.id,Estimate,SE,z.value,p.value
Xanthomonas_OG0000128,-1.628449792,0.450569902,-3.614200118,0.000301276
Xanthomonas_OG0000129,0.149116103,0.32434124,0.459750671,0.645695194
Xanthomonas_OG0000130,-2.449334075,0.572620279,-4.277414138,1.89E-05
Xanthomonas_OG0000131,2.160380191,0.654330754,3.30166384,0.000961132
Xanthomonas_OG0000132,0.326360923,0.383487212,0.851034697,0.394750079
Xanthomonas_OG0000133,-3.058220881,0.549579248,-5.564658586,2.63E-08
Xanthomonas_OG0000134,-0.389996064,0.23277383,-1.675429167,0.093850058
Xanthomonas_OG0000135,-1.63473447,0.549597971,-2.974418676,0.002935443
Xanthomonas_OG0000136,-0.438706872,0.325572855,-1.347492167,0.177821774
Xanthomonas_OG0000137,-0.983992615,0.44735354,-2.19958607,0.027836276
Xanthomonas_OG0000138,-0.079016285,0.062575005,-1.262745172,0.206680775
Xanthomonas_OG0000139,0.606124784,0.511267777,1.185532926,0.235806804
Xanthomonas_OG0000140,-0.187253062,0.332810385,-0.562641885,0.573678765
Xanthomonas_OG0000141,-0.25455929,0.383797342,-0.66326486,0.507160938
Xanthomonas_OG0000142,0.609653279,0.394253027,1.546350282,0.122019995
Xanthomonas_OG0000143,-2.507202105,0.48802708,-5.137424149,2.79E-07
Xanthomonas_OG0000144,-0.053430509,0.216535466,-0.246751768,0.80510034
Xanthomonas_OG0000145,0.557933608,0.626757943,0.890189927,0.373363912
Xanthomonas_OG0000146,-0.706124271,0.288972369,-2.443570209,0.01454274
Xanthomonas_OG0000147,-0.569233718,0.305364338,-1.864113283,0.062305798
Xanthomonas_OG0000148,0.396363969,0.256290401,1.546542388,0.121973631
Xanthomonas_OG0000149,-0.237343002,0.378135134,-0.62766715,0.530222009
Xanthomonas_OG0000150,-0.240552373,0.146195972,-1.645410406,0.099885205
Xanthomonas_OG0000151,-0.100662591,0.302252324,-0.333041578,0.739102898
Xanthomonas_OG0000152,-0.158572541,0.192968441,-0.821753756,0.411217058
Xanthomonas_OG0000153,-0.119629441,0.292312181,-0.40925233,0.682354495
Xanthomonas_OG0000154,-1.331415734,0.448453241,-2.968906482,0.002988615
Xanthomonas_OG0000155,-2.375313054,0.462836128,-5.132082204,2.87E-07
Xanthomonas_OG0000156,-0.123381429,0.320226826,-0.385293856,0.700019713
Xanthomonas_OG0000157,-0.22507658,0.346953306,-0.648722974,0.516517452
Xanthomonas_OG0000158,-0.285065095,0.520264365,-0.547923544,0.583744402
Xanthomonas_OG0000159,-0.365238341,0.292637538,-1.248091217,0.211997654
Xanthomonas_OG0000160,0.024065892,0.321893898,0.07476343,0.940402939
Xanthomonas_OG0000161,0.182494199,0.499121795,0.365630596,0.714640742
Xanthomonas_OG0000162,-0.052231727,0.393011952,-0.132901116,0.894271584
Xanthomonas_OG0000163,0.677873925,0.435024352,1.55824363,0.119175506
Xanthomonas_OG0000164,-0.472375202,0.303837958,-1.554694502,0.120018845
Xanthomonas_OG0000165,0.438605945,0.341425517,1.284631412,0.198921116
Xanthomonas_OG0000166,-1.674914917,0.421611327,-3.972651612,7.11E-05
